stage,seed,scenario_id,candidate_id,accepted,distance,feedback_asset_correlation,spike_asset_correlation,p_cap_exceedance_fraction,q_forward_mean_max_error,mean_volatility,q995_volatility,excess_kurtosis,absolute_return_tail_ratio,hill_tail_index,hill_threshold_instability,rough_hurst,zumbach,zumbach_rank,max_abs_return_acf,leverage,leverage_rank,mean_log_variance_acf,taylor_gap,taylor_fraction,ito_zumbach,ito_zumbach_rank
search,1100003,0,10,False,0.007345328055861578,0.996259961884662,0.9790548338377681,0.00023445250496031747,2.0816681711721685e-17,0.1479656595530749,0.4363037817666502,6.77881422699213,3.746744742267582,2.9167645349640123,0.5198036453141739,0.16755011938089562,0.19116125056447847,0.0047372953716766225,0.09488998947886237,-0.09410195396298004,-0.03786269755259189,0.2759592201268405,0.04587422311552481,0.90625,0.18658385497816216,-0.0002718964498232609
search,1100003,0,11,False,0.00038042945973597406,0.996259961884662,0.9790548338377681,2.5189112103174602e-05,2.0816681711721685e-17,0.16578938661779669,0.41258248181480506,5.7538525400665055,3.5247705688847857,3.0638875440467976,0.4037845751048198,0.1157090677577371,0.14791579420369158,0.003589808421496873,0.08782651159759722,-0.08028635065695176,-0.03412096333127217,0.2584639109733169,0.028117159686688098,0.8312499999999999,0.1439629928638595,-0.0014974321572096376
search,1100003,0,12,False,5.821021787809375e-05,0.996259961884662,0.9790548338377681,0.0005774119543650794,2.0816681711721685e-17,0.15075625189638625,0.44490766795967845,6.441079104033212,3.737528234198222,2.8973019553851778,0.4465375804509042,0.16068666058923792,0.20103166542338363,0.030903817640043553,0.09292599840590816,-0.0823639583811254,-0.032470668326432535,0.24672729902305113,0.03791501224367505,0.8625,0.19658854219739613,0.026350996418327333
search,1100003,0,13,True,0.0,0.996259961884662,0.9790548338377681,0.0032106429811507935,2.0816681711721685e-17,0.1481072365246302,0.4526523788268682,7.458722900678581,3.7925697606767903,2.8204950575954904,0.5263035187327406,0.12984635328764238,0.19329618451602584,0.03558020922064384,0.08992326338639631,-0.07320006559047908,-0.023418703212132148,0.21588913940346457,0.03836660422491396,0.85,0.19007507639843882,0.031546836631556247
search,1100003,0,14,False,0.00044499509999066506,0.996259961884662,0.9790548338377681,0.0,2.0816681711721685e-17,0.16506028860514105,0.4192685468581795,5.6043389062951166,3.501374169770059,3.0737252209195915,0.41988723121807,0.14388011529837844,0.15776410654395448,0.0026594794236910182,0.09013743295549252,-0.08725500891631618,-0.037495594243051725,0.30414823035515415,0.031134400069126607,0.8625,0.15307575468675721,-0.0030980464293841195
search,1100003,0,15,False,0.0007612272075854322,0.996259961884662,0.9790548338377681,0.000732421875,2.0816681711721685e-17,0.1484194786344835,0.42864101144010913,7.242794278883712,3.760548547845937,2.885897509788143,0.4869158583915282,0.14121133618627957,0.17945350452104614,-0.0011403525709918908,0.09295036674042056,-0.09222026011678719,-0.03439314076764419,0.25986298511949635,0.046937246391061345,0.90625,0.1757855978095294,-0.006052149134687224
search,1100003,0,16,True,0.0,0.996259961884662,0.9790548338377681,2.9064360119047617e-05,2.0816681711721685e-17,0.1719324295978512,0.41734613259511255,4.384751476713137,3.4094752308857013,3.238002791288256,0.5092794709097188,0.1356258296272339,0.19105903363229104,0.05785964918785266,0.08639933061682045,-0.07176379939818159,-0.03091884359681983,0.23468641021049447,0.01699214447477228,0.78125,0.18683098763945424,0.05282820872061074
search,1100003,0,17,True,0.0,0.996259961884662,0.9790548338377681,0.0008351159474206349,2.0816681711721685e-17,0.14617192110146626,0.43461598223452014,7.054280885668316,3.745561786247997,2.79054038012286,0.4263649887671464,0.13717549876274526,0.1948989397329149,0.020993518441202022,0.09023938803058237,-0.08410173811417945,-0.029678553144316847,0.23046097796703735,0.04293947514097974,0.8625,0.19142562514646985,0.016480917868957317
search,1100003,0,18,True,0.0,0.996259961884662,0.9790548338377681,5.8128720238095235e-06,2.0816681711721685e-17,0.17238459303606984,0.4083681233738177,4.5627576595094315,3.3672216445984606,3.231298731001275,0.44217162515067915,0.1356154869661042,0.15813987028114448,0.020861942330336482,0.08756492770613106,-0.08178714363462283,-0.03708997335824042,0.2935252157145302,0.02097778050804771,0.79375,0.15334857397041113,0.015301597040848429
search,1100003,0,19,True,0.0,0.996259961884662,0.9790548338377681,0.0010075644841269842,2.0816681711721685e-17,0.15601782179281615,0.43540005360518197,6.548012724519614,3.659438917513186,2.981566595677212,0.5649250691946415,0.12381263036123022,0.1876949794937619,0.038737333340255184,0.09063200064869445,-0.06603686871639472,-0.01985919758139988,0.2256096538907557,0.03221541820496093,0.83125,0.18459997025912486,0.03492214535718621
search,1100003,0,20,False,0.0006281747210745915,0.996259961884662,0.9790548338377681,0.00015888516865079366,2.0816681711721685e-17,0.154998929434028,0.4261482572383646,6.347571294803921,3.70086708173182,2.8952340201139704,0.4210484423664822,0.14950435734281403,0.18099002883954268,0.00033790281304369243,0.09099777218180663,-0.09549115220809287,-0.04178372989722449,0.26615519944415233,0.03947084709438148,0.875,0.17659745494138446,-0.004935262181555728
search,1100003,0,21,False,0.0012207263028591452,0.996259961884662,0.9790548338377681,7.16920882936508e-05,2.0816681711721685e-17,0.15615660695555156,0.42293967269510635,6.380738816114945,3.666091750225176,2.919385738700243,0.4140935150346717,0.13987189589750998,0.17200992048912322,-0.00543925289720666,0.08920824277732327,-0.09590324265480289,-0.043636941448865166,0.2591646903913908,0.038586043368679684,0.8812500000000001,0.16770606005976962,-0.010715273938055712
